Entity,Year,Iron and steel production,"Military expenditure (1816-1913, current prices)","Military expenditure (1914-2007, current prices)",Military personnel,"Military expenditure (1830-1913, real prices)","Military expenditure (1914-2007, real prices)"
Mexico,1968,3270,,182946,75,,726197.1857
Mexico,1969,3470,,204003,75,,771987.323
Mexico,1970,3846,,218014,80,,783377.2032
Mexico,1971,3784,,224000,80,,766222.2222
Mexico,1972,4396,,260800,80,,854960.4484
Mexico,1973,4652,,326400,80,,1014764.465
Mexico,1974,5046,,430400,85,,1228064.669
Mexico,1975,5196,,586200,95,,1530737.181
Mexico,1976,5243,,529625,100,,1311094.052
Mexico,1977,5529,,533541,100,,1243360.059
Mexico,1978,6712,,634413,120,,1381704.27
Mexico,1979,7023,,693575,120,,1395157.375
Mexico,1980,7003,,824147,120,,1520716.49
Mexico,1981,7448,,777120,125,,1311590.206
Mexico,1982,6926,,943004,130,,1498594.946
Mexico,1983,6747,,607856,130,,929375.053
Mexico,1984,7293,,562331,129,,830165.5956
Mexico,1985,7174,,1170000,140,,1673852.201
Mexico,1986,6960,,612460,141,,858807.3527
Mexico,1987,7210,,937000,141,,1281197.696
Mexico,1988,7311,,646450,154,,854110.8503
Mexico,1989,7329,,640630,154,,814741.275
Mexico,1990,8221,,678410,175,,832035.2688
Mexico,1991,7462,,674536,175,,800547.1455
Mexico,1992,7848,,1520000,175,,1763820.32
Mexico,1993,8188,,1656000,175,,1876952.803
Mexico,1994,10260,,2300000,175,,2552473.235
Mexico,1995,12147,,2366000,175,,2572381.041
Mexico,1996,13196,,3629000,175,,3874560.756
Mexico,1997,14246,,3664000,250,,3846237.149
Mexico,1998,14218,,3907000,255,,4057116.789
Mexico,1999,15274,,4289000,255,,4386489.447
Mexico,2000,15631,,5229000,193,,5229000
Mexico,2001,13300,,5733000,193,,5605676.06
Mexico,2002,14010,,3236000,193,,3116134.055
Mexico,2003,15159,,2938000,193,,2773724.003
Mexico,2004,16737,,2876000,192,,2642679.982
Mexico,2005,16195,,3123000,192,,2780111.643
Mexico,2006,16447,,3229000,193,,2788975.952
Mexico,2007,17573,,3982000,238,,3349968.975
Modena,1842,,,,2,,
Modena,1843,,,,2,,
Modena,1844,,,,2,,
Modena,1845,,,,2,,
Modena,1846,,,,2,,
Modena,1847,,,,2,,
Modena,1848,,,,3,,
Modena,1849,,,,3,,
Modena,1850,,,,4,,
Modena,1851,,,,4,,
Modena,1852,,,,4,,
Modena,1853,,,,4,,
Modena,1854,,,,4,,
Modena,1855,,,,4,,
Modena,1856,,91,,4,97.24509804,
Modena,1857,,94,,4,100.4509804,
Modena,1858,,97,,5,107.8877551,
Modena,1859,,101,,5,110.09,
Modena,1860,,109,,5,118.81,
Morocco,1847,,,,10,,
Morocco,1848,,,,10,,
Morocco,1849,,,,10,,
Morocco,1850,,,,10,,
Morocco,1851,,,,10,,
Morocco,1852,,,,10,,
Morocco,1853,,,,10,,
Morocco,1854,,,,10,,
Morocco,1855,,,,10,,
Morocco,1856,,,,10,,
Morocco,1857,,,,10,,
Morocco,1858,,,,10,,
Morocco,1859,,,,10,,
Morocco,1860,,,,10,,
Morocco,1861,,,,10,,
Morocco,1862,,,,10,,
Morocco,1863,,,,10,,
Morocco,1864,,,,10,,
Morocco,1865,,,,10,,
Morocco,1866,,,,10,,
Morocco,1867,,,,10,,
Morocco,1868,,,,10,,
Morocco,1869,,,,10,,
Morocco,1870,,,,10,,
Morocco,1871,,,,10,,
Morocco,1872,,,,10,,
Morocco,1873,,,,9,,
Morocco,1874,,,,9,,
Morocco,1875,,,,9,,
Morocco,1876,,,,9,,
Morocco,1877,,,,9,,
Morocco,1878,,,,9,,
Morocco,1879,,,,9,,
Morocco,1880,,,,9,,
Morocco,1881,,,,9,,
Morocco,1882,,,,9,,
Morocco,1883,,,,9,,
Morocco,1884,,,,10,,
Morocco,1885,,,,10,,
Morocco,1886,,,,10,,
Morocco,1887,,,,10,,
Morocco,1888,,,,10,,
Morocco,1889,,,,10,,
Morocco,1890,,,,10,,
Morocco,1891,,,,10,,
Morocco,1892,,,,10,,
Morocco,1893,,,,10,,
Morocco,1894,,,,10,,
Morocco,1895,,,,10,,
Morocco,1896,,,,10,,
Morocco,1897,,,,10,,
Morocco,1898,,,,10,,
Morocco,1899,,,,10,,
Morocco,1900,,,,10,,
Morocco,1901,,,,10,,
Morocco,1902,,,,10,,
Morocco,1903,,,,10,,
Morocco,1904,,,,10,,
Morocco,1905,,,,10,,
Morocco,1906,,,,6,,
Morocco,1907,,,,6,,
Morocco,1908,,,,6,,
Morocco,1909,,,,6,,
Morocco,1910,,,,6,,
Morocco,1911,,,,6,,
Morocco,1956,,,33143,20,,168681.1852
Morocco,1957,,,47143,24,,232143.1311
Morocco,1958,,,47143,27,,227090.6041
Morocco,1959,,,47143,27,,223929.25
Morocco,1960,,,41601,27,,194891.6413
Morocco,1961,,,48281,40,,223753.8817
Morocco,1962,,,53854,45,,246512.2448
Morocco,1963,1,,74901,40,,339062.6252
Morocco,1964,1,,70000,45,,312046.8155
Morocco,1965,1,,63182,50,,276683.1005
Morocco,1966,1,,67945,65,,289340.4082
Morocco,1967,1,,70356,65,,291129.5018
Morocco,1968,1,,82352,70,,326893.1304
Morocco,1969,1,,80040,70,,302887.0425
Morocco,1970,1,,83538,65,,300172.3045
Morocco,1971,1,,109901,65,,375931.1984
Morocco,1972,1,,140342,65,,460072.3131
Morocco,1973,1,,186272,65,,579112.1519
Morocco,1974,1,,421887,65,,1203774.44
Morocco,1975,1,,412831,75,,1078020.746
Morocco,1976,2,,576562,90,,1427287.248
Morocco,1977,3,,731447,85,,1704558.76
Morocco,1978,4,,770154,85,,1677338.06
Morocco,1979,5,,928419,98,,1867556.667
Morocco,1980,6,,1118030,117,,2062989.561
Morocco,1981,6,,1102334,120,,1860472.615
Morocco,1982,6,,1229008,125,,1953104.31
Morocco,1983,6,,1097862,135,,1678564.585
Morocco,1984,6,,595671,149,,879385.2207
Morocco,1985,6,,522461,165,,747455.1239
Morocco,1986,6,,750990,185,,1053057.724
Morocco,1987,6,,860000,200,,1175912.506
Morocco,1988,7,,1136000,195,,1500920.297
Morocco,1989,7,,1210000,195,,1538855.412
Morocco,1990,7,,1500000,195,,1839673.506
Morocco,1991,7,,983000,195,,1166635.797
Morocco,1992,7,,1140000,195,,1322865.24
Morocco,1993,7,,1193000,195,,1352176.747
Morocco,1994,7,,1252000,195,,1389433.257
Morocco,1995,5,,1464000,195,,1591701.54
Morocco,1996,5,,1431000,195,,1527830.378
Morocco,1997,5,,1386000,195,,1454935.777
Morocco,1998,5,,1696000,195,,1761164.595
Morocco,1999,5,,1761000,195,,1801027.726
Morocco,2000,5,,1429000,198,,1429000
Morocco,2001,5,,1315000,198,,1285795.224
Morocco,2002,5,,1545000,196,,1487771.049
Morocco,2003,5,,1826000,196,,1723900.623
Morocco,2004,5,,1990000,198,,1828558.124
Morocco,2005,205,,2054000,200,,1828482.009
Morocco,2006,314,,2161000,201,,1866515.03
Morocco,2007,512,,2409000,201,,2026638.689
Mongolia,1922,,,,1,,
Mongolia,1923,,,,3,,
Mongolia,1924,,,,4,,
Mongolia,1925,,,,8,,
Mongolia,1926,,,,12,,
Mongolia,1927,,,,17,,
Mongolia,1928,,,,8,,
Mongolia,1929,,,,2,,
Mongolia,1930,,,,2,,
Mongolia,1931,,,,2,,
Mongolia,1932,,,,2,,
Mongolia,1933,,,,2,,
Mongolia,1934,,,6500,2,,68681.93548
Mongolia,1935,,,,2,,
Mongolia,1936,,,14400,2,,147217.9775
Mongolia,1937,,,,2,,
Mongolia,1938,,,23400,2,,236279.4081
Mongolia,1939,,,,2,,
Mongolia,1944,,,,80,,
Mongolia,1945,,,,80,,
Mongolia,1948,,,55050,,,331473.8603
Mongolia,1949,,,,10,,
Mongolia,1950,,,,11,,
Mongolia,1951,,,,12,,
Mongolia,1952,,,96651,13,,528707.4409
Mongolia,1953,,,100502,14,,542883.1649
Mongolia,1954,,,,15,,
Mongolia,1955,,,99177,16,,521954.0186
Mongolia,1956,,,,17,,
Mongolia,1957,,,90828,19,,447258.2634
Mongolia,1958,,,,20,,
Mongolia,1959,,,,22,,
Mongolia,1960,,,15000,24,,70271.73913
Mongolia,1961,,,15000,26,,69516.12903
Mongolia,1962,,,15000,28,,68661.26328
Mongolia,1963,,,15000,28,,67902.15589
Mongolia,1964,,,25000,30,,111445.2912
Mongolia,1965,,,25000,,,109478.6096
Mongolia,1966,,,15000,,,63876.75507
Mongolia,1967,,,20000,,,82758.96918
Mongolia,1968,,,25000,,,99236.54872
Mongolia,1969,,,33000,,,124878.4658
Mongolia,1970,,,37000,33,,132949.9781
Mongolia,1971,,,42250,29,,144521.8254
Mongolia,1972,,,48000,29,,157354.6837
Mongolia,1973,,,53250,39,,165552.1071
Mongolia,1974,,,90500,47,,258224.5645
Mongolia,1975,,,93250,36,,243502.6307
Mongolia,1976,,,121131,25,,299861.4749
Mongolia,1977,,,120535,36,,280893.8859
Mongolia,1978,,,125297,36,,272887.5354
Mongolia,1979,,,142433,36,,286510.3997
Mongolia,1980,,,175074,36,,323046.6395
Mongolia,1981,,,200103,35,,337725.3642
Mongolia,1982,,,239876,36,,381204.0683
Mongolia,1983,,,219903,38,,336218.3844
Mongolia,1984,,,228090,38,,336727.7826
Mongolia,1985,,,233040,38,,333397.0231
Mongolia,1986,,,235430,40,,330126.0736
Mongolia,1987,,,249440,32,,341069.3204
Mongolia,1988,,,268380,32,,354592.4201
Mongolia,1989,,,259000,33,,329391.3651
Mongolia,1990,,,238805,32,,292882.1544
Mongolia,1991,,,264000,31,,313318.2609
Mongolia,1992,,,258000,21,,299385.2912
Mongolia,1993,,,32300,18,,36609.64706
Mongolia,1994,,,18000,18,,19975.87749
Mongolia,1995,,,19000,18,,20657.32873
Mongolia,1996,,,15000,20,,16014.99348
Mongolia,1997,,,23000,20,,24143.9559
Mongolia,1998,,,21000,20,,21806.87294
Mongolia,1999,,,19000,20,,19431.87211
Mongolia,2000,35,,23000,9,,23000
Mongolia,2001,35,,25000,9,,24444.77612
Mongolia,2002,35,,25000,9,,24073.96519
Mongolia,2003,35,,15000,9,,14161.2866
Mongolia,2004,35,,17000,8,,15620.84829
Mongolia,2005,35,,30000,8,,26706.16371
Mongolia,2006,35,,39000,9,,33685.37074
Mongolia,2007,35,,43000,9,,36174.95377
Montenegro,2006,,,53000,,,45777.55511
Montenegro,2007,174,,59000,7,,49635.40168
Namibia,1990,,,47440,10,,58182.74075
Namibia,1991,,,50000,8,,59340.57971
Namibia,1992,,,65320,8,,75797.85745
Namibia,1993,,,57000,8,,64605.25952
Namibia,1994,,,57000,8,,63256.94539
Namibia,1995,,,65000,8,,70669.80882
Namibia,1996,,,74000,8,,79007.30117
Namibia,1997,,,89000,8,,93426.61197
Namibia,1998,,,94000,3,,97611.71697
Namibia,1999,,,120000,3,,122727.6133
Namibia,2000,,,109000,9,,109000
Namibia,2001,,,91000,9,,88978.98507
Namibia,2002,,,80000,9,,77036.68862
Namibia,2003,,,131000,9,,123675.2363
Namibia,2004,,,169000,9,,155289.6095
Namibia,2005,,,166000,9,,147774.1059
Namibia,2006,,,197000,9,,170154.3086
Namibia,2007,,,239000,9,,201065.4407
Mozambique,1975,,,18018,20,,47050.19196
Mozambique,1976,,,52853,21,,130838.3365
Mozambique,1977,,,65886,26,,153540.2544
Mozambique,1978,,,108923,25,,237226.1827
Mozambique,1979,,,111399,30,,224084.1098
Mozambique,1980,,,136775,30,,252377.304
Mozambique,1981,,,192301,30,,324557.4792
Mozambique,1982,,,203444,30,,323307.3775
Mozambique,1983,,,360055,32,,550502.3142
Mozambique,1984,,,231086,34,,341150.7579
Mozambique,1985,,,238592,35,,341339.9525
Mozambique,1986,,,276040,65,,387070.4726
Mozambique,1987,,,106090,65,,145061.1137
Mozambique,1988,,,97570,65,,128912.6702
Mozambique,1989,,,100280,65,,127534.232
Mozambique,1990,,,113090,65,,138699.1179
Mozambique,1991,,,114440,65,,135818.7188
Mozambique,1992,,,100690,50,,116841.4921
Mozambique,1993,,,91000,50,,103141.7301
Mozambique,1994,,,106000,11,,117635.723
Mozambique,1995,,,58000,12,,63059.21402
Mozambique,1996,,,64000,11,,68330.63885
Mozambique,1997,,,72000,14,,75581.07935
Mozambique,1998,,,82000,14,,85150.64672
Mozambique,1999,,,94000,8,,96136.63045
Mozambique,2000,,,91000,6,,91000
Mozambique,2001,,,71000,11,,69423.16418
Mozambique,2002,,,89000,11,,85703.31609
Mozambique,2003,,,57000,8,,53812.88909
Mozambique,2004,,,70000,9,,64321.14004
Mozambique,2005,,,58000,11,,51631.91651
Mozambique,2006,,,57000,11,,49232.46493
Mozambique,2007,,,57000,11,,47952.8457
Myanmar,1948,,,15130,3,,91102.625
Myanmar,1949,,,31646,4,,190831.4389
Myanmar,1950,,,25592,6,,152416.6458
Myanmar,1951,,,31979,8,,177904.9124
Myanmar,1952,,,46293,10,,253235.3888
Myanmar,1953,,,64732,14,,349663.8179
Myanmar,1954,,,77403,19,,414283.1157
Myanmar,1955,,,70300,25,,369978.599
Myanmar,1956,,,74780,33,,380592.5544
Myanmar,1957,,,78681,44,,387443.6013
Myanmar,1958,,,85131,56,,410081.0347
Myanmar,1959,,,85852,67,,407797
Myanmar,1960,,,88998,79,,416936.2826
Myanmar,1961,,,85535,90,,396404.1398
Myanmar,1962,,,90545,100,,414462.2722
Myanmar,1963,,,99937,105,,452395.8502
Myanmar,1964,,,97349,123,,433963.5063
Myanmar,1965,,,107747,133,,471839.6701
Myanmar,1966,,,105019,135,,447218.196
Myanmar,1967,,,101124,136,,418445.8999
Myanmar,1968,,,102458,136,,406703.1323
Myanmar,1969,,,108004,173,,408708.2976
Myanmar,1970,,,111832,174,,401839.5121
Myanmar,1971,,,118652,175,,405865.1746
Myanmar,1972,,,118268,191,,387708.8279
Myanmar,1973,,,149174,198,,463775.9628
Myanmar,1974,,,160364,202,,457568.2216
Myanmar,1975,,,138049,209,,360485.7337
Myanmar,1976,,,162341,210,,401877.403
Myanmar,1977,,,170974,208,,398436.564
Myanmar,1978,,,170000,212,,370247.3404
Myanmar,1979,,,190000,212,,382193.5642
Myanmar,1980,,,202000,179,,372730.5092
Myanmar,1981,,,199000,210,,335863.7675
Myanmar,1982,,,210000,210,,333725.9849
Myanmar,1983,,,234000,179,,357771.8447
Myanmar,1984,,,245000,181,,361691.9055
Myanmar,1985,,,228253,186,,326548.5355
Myanmar,1986,,,252560,186,,354146.2055
Myanmar,1987,,,291600,186,,398716.38
Myanmar,1988,,,286000,186,,377872.5395
Myanmar,1989,,,332590,200,,422981.7534
Myanmar,1990,25,,858000,230,,1052293.245
Myanmar,1991,25,,971000,286,,1152394.058
Myanmar,1992,15,,356150,286,,413279.3467
Myanmar,1993,25,,2675000,322,,3031913.495
Myanmar,1994,25,,1822000,322,,2022002.71
Myanmar,1995,25,,1880000,322,,2043988.317
Myanmar,1996,25,,2012000,322,,2148144.459
Myanmar,1997,25,,2167000,322,,2274780.541
Myanmar,1998,25,,2142000,322,,2224301.04
Myanmar,1999,25,,1995000,345,,2040346.572
Myanmar,2000,25,,1020000,344,,1020000
Myanmar,2001,25,,1088000,344,,1063836.657
Myanmar,2002,25,,5632000,444,,5423382.879
Myanmar,2003,25,,6260000,488,,5909976.943
Myanmar,2004,25,,5889000,485,,5411245.624
Myanmar,2005,25,,6944000,482,,6181586.694
Myanmar,2006,25,,7266000,376,,6275843.687
Myanmar,2007,25,,7009000,375,,5896517.465
Netherlands,1816,50,2375,,26,,
Netherlands,1817,50,2450,,27,,
Netherlands,1818,50,2298,,27,,
Netherlands,1819,50,2004,,27,,
Netherlands,1820,60,1941,,27,,
Netherlands,1821,60,1732,,27,,
Netherlands,1822,60,1702,,27,,
Netherlands,1823,70,1678,,28,,
Netherlands,1824,70,1613,,28,,
Netherlands,1825,70,1547,,28,,
Netherlands,1826,80,1501,,28,,
Netherlands,1827,80,1439,,29,,
Netherlands,1828,80,1346,,29,,
Netherlands,1829,80,1292,,29,,
Netherlands,1830,90,2563,,30,2539.7,
Netherlands,1831,,3431,,80,3561.704762,
Netherlands,1832,,3763,,38,4061.059406,
Netherlands,1833,,3012,,38,3316.242424,
Netherlands,1834,,2542,,32,2743.346535,
Netherlands,1835,,1856,,32,2003.009901,
Netherlands,1836,,1809,,32,1860.198113,
Netherlands,1837,,1785,,43,1907.5,
Netherlands,1838,,1711,,32,1810.669903,
Netherlands,1839,,1639,,32,1717.798077,
Netherlands,1840,,1522,,22,1658.98,
Netherlands,1841,,1424,,24,1567.838384,
Netherlands,1842,,1449,,26,1645.21875,
Netherlands,1843,,1356,,28,1589.290323,
Netherlands,1844,,1452,,30,1648.625,
Netherlands,1845,,1435,,32,1612.525773,
Netherlands,1846,,1411,,32,1585.556701,
Netherlands,1847,,1438,,33,1521.76699,
Netherlands,1848,,1417,,32,1608.885417,
Netherlands,1849,,1416,,31,1607.75,
Netherlands,1850,,1322,,30,1601.088889,
Netherlands,1851,,1346,,30,1630.155556,
Netherlands,1852,,1336,,29,1636.224719,
Netherlands,1853,,1359,,31,1527.123711,
Netherlands,1854,,1374,,33,1482.831683,
Netherlands,1855,,1616,,38,1710.135922,
Netherlands,1856,,1631,,38,1742.931373,
Netherlands,1857,,1617,,38,1727.970588,
Netherlands,1858,,1658,,38,1844.102041,
Netherlands,1859,,1646,,38,1794.14,
Netherlands,1860,,1775,,39,1934.75,
Netherlands,1861,,1853,,39,1960.941748,
Netherlands,1862,,1612,,39,1689.5,
Netherlands,1863,,1790,,39,1823.457944,
Netherlands,1864,,1817,,39,1817,
Netherlands,1865,,1841,,39,1841,
Netherlands,1866,,1833,,38,1799.972973,
Netherlands,1867,,2457,,38,2412.72973,
Netherlands,1868,,2053,,39,2072.009259,
Netherlands,1869,,2006,,39,2024.574074,
Netherlands,1870,,1920,,39,1955.88785,
Netherlands,1871,,1910,,39,1892.636364,
Netherlands,1872,,1990,,39,1869.913793,
Netherlands,1873,,2199,,39,1997.425,
Netherlands,1874,,2339,,40,2216.965217,
Netherlands,1875,,2683,,41,2634.657658,
Netherlands,1876,,3147,,41,3147,
Netherlands,1877,,3073,,39,3130.439252,
Netherlands,1878,,2991,,40,3134.798077,
Netherlands,1879,,2634,,40,2787.436893,
Netherlands,1880,,2759,,41,2948.343137,
Netherlands,1881,,2669,,43,2852.166667,
Netherlands,1882,,2769,,44,2902.125,
Netherlands,1883,,2855,,45,3081.138614,
Netherlands,1884,,2811,,46,3126.520408,
Netherlands,1885,,2661,,46,2990.195876,
Netherlands,1886,,2669,,44,2999.185567,
Netherlands,1887,,2736,,37,3074.474227,
Netherlands,1888,,2787,,38,3099.826531,
Netherlands,1889,,2889,,38,3117.831683,
Netherlands,1890,,2881,,42,3078.715686,
Netherlands,1891,,2923,,34,3186.07,
Netherlands,1892,,2927,,30,3222.656566,
Netherlands,1893,,3178,,29,3464.02,
Netherlands,1894,,3116,,29,3362.811881,
Netherlands,1895,,3046,,29,3320.14,
Netherlands,1896,,3327,,29,3663.060606,
Netherlands,1897,,3257,,29,3514.980198,
Netherlands,1898,,3133,,29,3348.009804,
Netherlands,1899,,3117,,29,3266.855769,
Netherlands,1900,,3137,,31,3137,
Netherlands,1901,,3254,,31,3314.82243,
Netherlands,1902,,3328,,35,3422.188679,
Netherlands,1903,,3409,,31,3505.481132,
Netherlands,1904,,3595,,31,3731.952381,
Netherlands,1905,,3606,,34,3743.371429,
Netherlands,1906,,3652,,28,3720.261682,
Netherlands,1907,,3633,,28,3633,
Netherlands,1908,,3798,,27,3833.166667,
Netherlands,1909,,3856,,27,3891.703704,
Netherlands,1910,,3995,,28,3958.681818,
Netherlands,1911,,4045,,45,4008.227273,
Netherlands,1912,,4144,,46,3962.245614,
Netherlands,1913,,4374,,45,4182.157895,
Netherlands,1914,,,7849,41,,104343.2808
Netherlands,1915,,,10145,33,,130830.5591
Netherlands,1916,,,17986,28,,205708.595
Netherlands,1917,,,22169,23,,205596.7622
Netherlands,1918,,,24318,19,,193527.7959
Netherlands,1919,,,27631,14,,214677.6651
Netherlands,1920,,,31907,14,,217557.388
Netherlands,1921,,,38980,14,,311725.8008
Netherlands,1922,,,40143,15,,339949.3557
Netherlands,1923,,,38318,15,,315680.1831
Netherlands,1924,,,34959,15,,291526.7322
Netherlands,1925,,,38754,16,,317356.506
Netherlands,1926,,,38091,16,,310684.4612
Netherlands,1927,,,27346,14,,228506.5245
Netherlands,1928,,,27243,14,,225802.5577
Netherlands,1929,,,30235,14,,250095.3687
Netherlands,1930,,,31034,14,,266391.4319
Netherlands,1931,,,30873,16,,295694.7333
Netherlands,1932,,,28300,16,,306951.9205
Netherlands,1933,,,25647,16,,285745.9633
Netherlands,1934,10,,38841,16,,410411.5471
Netherlands,1935,20,,51204,16,,530100.5765
Netherlands,1936,20,,55638,15,,568813.4607
Netherlands,1937,39,,53151,16,,521886.7374
Netherlands,1938,57,,75392,16,,761263.9803
Netherlands,1939,110,,114233,47,,1163500.046
Netherlands,1940,153,,168422,64,,1696442.507
Netherlands,1945,118,,193451,87,,1539524.042
Netherlands,1946,137,,206349,100,,1454209.949
Netherlands,1947,196,,225473,233,,1432426.995
Netherlands,1948,334,,241020,233,,1451259.397
Netherlands,1949,428,,255639,233,,1541552.114
Netherlands,1950,490,,236794,226,,1410258.957
Netherlands,1951,554,,278581,218,,1549796.066
Netherlands,1952,685,,329303,211,,1801377.6
Netherlands,1953,862,,349540,203,,1888115.475
Netherlands,1954,929,,418119,196,,2237893.131
Netherlands,1955,981,,447812,188,,2356768.938
Netherlands,1956,1051,,484199,181,,2464329.155
Netherlands,1957,1185,,481723,173,,2372116.444
Netherlands,1958,1438,,436824,166,,2104206.904
Netherlands,1959,1670,,398675,158,,1893706.25
Netherlands,1960,1942,,458355,151,,2147293.533
Netherlands,1961,1971,,533952,141,,2474551.742
Netherlands,1962,2087,,607222,141,,2779508.641
Netherlands,1963,2342,,640833,130,,2900929.484
Netherlands,1964,2646,,739166,125,,3295062.806
Netherlands,1965,3138,,755568,125,,3308741.365
Netherlands,1966,3256,,772639,120,,3290244.811
Netherlands,1967,3402,,885445,120,,3663925.773
Netherlands,1968,3707,,912125,120,,3620645.48
Netherlands,1969,4721,,1021076,120,,3863951.647
Netherlands,1970,5042,,1094922,115,,3934320.429
Netherlands,1971,5083,,1254568,110,,4291419.111
Netherlands,1972,5585,,1522356,115,,4990621.811
Netherlands,1973,5625,,1917298,111,,5960802.324
Netherlands,1974,5840,,2285374,110,,6520880.727
Netherlands,1975,4822,,2814947,107,,7350638.069
Netherlands,1976,5190,,2897992,106,,7174019.495
Netherlands,1977,4927,,3704519,103,,8632984.09
Netherlands,1978,5591,,4225365,106,,9202530.315
Netherlands,1979,5805,,5053000,107,,10164337.26
Netherlands,1980,5271,,5269353,107,,9723013.005
Netherlands,1981,5472,,4527691,108,,7641645.012
Netherlands,1982,4354,,4464019,106,,7094091.13
Netherlands,1983,4484,,4527693,104,,6922568.704
Netherlands,1984,5739,,3978642,103,,5873643.292
Netherlands,1985,5517,,4040000,103,,5779797.345
Netherlands,1986,5283,,5610000,106,,7866488.014
Netherlands,1987,5082,,6420000,106,,8778323.593
Netherlands,1988,5518,,7050000,107,,9314690.223
Netherlands,1989,5676,,6680000,106,,8495499.301
Netherlands,1990,5408,,7820000,104,,9590831.212
Netherlands,1991,5168,,8290000,104,,9838668.116
Netherlands,1992,5437,,8010000,90,,9294868.924
Netherlands,1993,6000,,7356000,86,,8337478.754
Netherlands,1994,6171,,7924000,77,,8793825.18
Netherlands,1995,6409,,8011000,67,,8709782.13
Netherlands,1996,6326,,8022000,64,,8564818.514
Netherlands,1997,6641,,6839000,57,,7179152.801
Netherlands,1998,6377,,7192000,55,,7468334.77
Netherlands,1999,6075,,6193000,54,,6333767.578
Netherlands,2000,5666,,6027000,52,,6027000
Netherlands,2001,6037,,6257000,50,,6118038.567
Netherlands,2002,6117,,6744000,50,,6494192.85
Netherlands,2003,6571,,8414000,53,,7943537.699
Netherlands,2004,6848,,9440000,53,,8674165.171
Netherlands,2005,6919,,9616000,53,,8560215.676
Netherlands,2006,6372,,10181000,53,,8793609.218
Netherlands,2007,7368,,11141000,53,,9372678.138
New Zealand,1920,,,2342,,,15968.89092
New Zealand,1921,,,3746,,,29957.02539
New Zealand,1922,,,5499,1,,46568.05688
New Zealand,1923,,,4253,1,,35038.04527
New Zealand,1924,,,3182,1,,26535.02851
New Zealand,1925,,,4380,1,,35867.82
New Zealand,1926,,,4949,1,,40365.89741
New Zealand,1927,,,4715,1,,39399.11735
New Zealand,1928,,,224,1,,1856.615385
New Zealand,1929,,,214,1,,1770.147475
New Zealand,1930,,,219,1,,1879.86478
New Zealand,1931,,,209,1,,2001.755556
New Zealand,1932,,,196,1,,2125.886093
New Zealand,1933,,,197,1,,2194.87483
New Zealand,1934,,,3641,1,,38472.45032
New Zealand,1935,,,3950,1,,40893.23641
New Zealand,1936,,,5477,1,,55993.94881
New Zealand,1937,,,7653,1,,75144.38489
New Zealand,1938,,,11059,1,,111667.2639
New Zealand,1939,,,7080,1,,72112.08955
New Zealand,1940,,,9836,1,,99073.80566
